FrameSequence,TimestampUnixMs,CellCount,Pos00_Amp,Pos00_Phase,Pos00_X,Pos00_Y,Pos00_SourceChannel,Pos01_Amp,Pos01_Phase,Pos01_X,Pos01_Y,Pos01_SourceChannel,Pos02_Amp,Pos02_Phase,Pos02_X,Pos02_Y,Pos02_SourceChannel,Pos03_Amp,Pos03_Phase,Pos03_X,Pos03_Y,Pos03_SourceChannel,Pos04_Amp,Pos04_Phase,Pos04_X,Pos04_Y,Pos04_SourceChannel,Pos05_Amp,Pos05_Phase,Pos05_X,Pos05_Y,Pos05_SourceChannel,Pos06_Amp,Pos06_Phase,Pos06_X,Pos06_Y,Pos06_SourceChannel,Pos07_Amp,Pos07_Phase,Pos07_X,Pos07_Y,Pos07_SourceChannel,Pos08_Amp,Pos08_Phase,Pos08_X,Pos08_Y,Pos08_SourceChannel,Pos09_Amp,Pos09_Phase,Pos09_X,Pos09_Y,Pos09_SourceChannel,Pos10_Amp,Pos10_Phase,Pos10_X,Pos10_Y,Pos10_SourceChannel,Pos11_Amp,Pos11_Phase,Pos11_X,Pos11_Y,Pos11_SourceChannel,Pos12_Amp,Pos12_Phase,Pos12_X,Pos12_Y,Pos12_SourceChannel,Pos13_Amp,Pos13_Phase,Pos13_X,Pos13_Y,Pos13_SourceChannel,Pos14_Amp,Pos14_Phase,Pos14_X,Pos14_Y,Pos14_SourceChannel,Pos15_Amp,Pos15_Phase,Pos15_X,Pos15_Y,Pos15_SourceChannel,Pos16_Amp,Pos16_Phase,Pos16_X,Pos16_Y,Pos16_SourceChannel,Pos17_Amp,Pos17_Phase,Pos17_X,Pos17_Y,Pos17_SourceChannel,Pos18_Amp,Pos18_Phase,Pos18_X,Pos18_Y,Pos18_SourceChannel,Pos19_Amp,Pos19_Phase,Pos19_X,Pos19_Y,Pos19_SourceChannel,Pos20_Amp,Pos20_Phase,Pos20_X,Pos20_Y,Pos20_SourceChannel,Pos21_Amp,Pos21_Phase,Pos21_X,Pos21_Y,Pos21_SourceChannel,Pos22_Amp,Pos22_Phase,Pos22_X,Pos22_Y,Pos22_SourceChannel,Pos23_Amp,Pos23_Phase,Pos23_X,Pos23_Y,Pos23_SourceChannel,Pos24_Amp,Pos24_Phase,Pos24_X,Pos24_Y,Pos24_SourceChannel,Pos25_Amp,Pos25_Phase,Pos25_X,Pos25_Y,Pos25_SourceChannel,Pos26_Amp,Pos26_Phase,Pos26_X,Pos26_Y,Pos26_SourceChannel,Pos27_Amp,Pos27_Phase,Pos27_X,Pos27_Y,Pos27_SourceChannel,Pos28_Amp,Pos28_Phase,Pos28_X,Pos28_Y,Pos28_SourceChannel,Pos29_Amp,Pos29_Phase,Pos29_X,Pos29_Y,Pos29_SourceChannel,Pos30_Amp,Pos30_Phase,Pos30_X,Pos30_Y,Pos30_SourceChannel,Pos31_Amp,Pos31_Phase,Pos31_X,Pos31_Y,Pos31_SourceChannel,Pos32_Amp,Pos32_Phase,Pos32_X,Pos32_Y,Pos32_SourceChannel,Pos33_Amp,Pos33_Phase,Pos33_X,Pos33_Y,Pos33_SourceChannel,Pos34_Amp,Pos34_Phase,Pos34_X,Pos34_Y,Pos34_SourceChannel,Pos35_Amp,Pos35_Phase,Pos35_X,Pos35_Y,Pos35_SourceChannel,Pos36_Amp,Pos36_Phase,Pos36_X,Pos36_Y,Pos36_SourceChannel,Pos37_Amp,Pos37_Phase,Pos37_X,Pos37_Y,Pos37_SourceChannel,Pos38_Amp,Pos38_Phase,Pos38_X,Pos38_Y,Pos38_SourceChannel,Pos39_Amp,Pos39_Phase,Pos39_X,Pos39_Y,Pos39_SourceChannel
31,1774603068755,40,0.088295884,122.17011,-0.047011808,0.0747399,10,0.023248497,130.76855,-0.015181385,0.017607331,0,0.08344552,138.7091,-0.06269838,0.05506421,30,0.15374228,-145.4241,-0.12658758,-0.08724833,20,0.18886445,-101.12255,-0.03643349,-0.18531698,11,0.019377729,-92.74757,-0.00092888565,-0.019355454,1,0.011585886,-70.009,0.0039608954,-0.010887793,31,0.0087844655,22.432985,0.008119714,0.0033521748,21,0.008965398,-68.07996,0.0033468932,-0.008317252,12,0.001476291,-46.676785,0.0010129027,-0.0010739941,2,0.001590252,147.72159,-0.0013444995,0.00084924826,32,0.0012934245,-72.47144,0.000389555,-0.0012333669,22,0.0043213437,-62.227726,0.0020135667,-0.0038235532,13,0.0018707862,97.09583,-0.00023109683,0.0018564577,3,0.007412236,-161.36559,-0.007023662,-0.00236842,33,0.003918531,153.29868,-0.0035006625,0.0017607512,23,0.01655488,113.48511,-0.0065972973,0.0151835345,14,0.0069816434,127.26218,-0.004227128,0.005556504,4,0.046743736,113.711624,-0.018797224,0.042797677,34,0.042348016,138.76974,-0.031848546,0.027911011,24,0.17170578,-90.83854,-0.0025128762,-0.1716874,15,0.12320044,-128.23851,-0.076253235,-0.09676669,5,0.041945938,-132.7141,-0.02845363,-0.03081968,35,0.018129965,-97.73161,-0.002439078,-0.017965147,25,0.019539492,-79.208176,0.003658598,-0.019193918,16,0.00038337978,-66.129234,0.00015514423,-0.00035058567,6,0.0012632635,-2.74753,0.0012618114,-6.0554627E-05,36,0.007307971,1.1004132,0.0073066233,0.00014034704,26,0.00844389,31.421825,0.007205613,0.004402093,17,0.0028023438,-13.473176,0.0027252208,-0.0006529184,7,0.0018805907,59.047215,0.0009672472,0.0016127784,37,0.0031854033,12.352289,0.0031116635,0.0006814277,27,0.0021273168,-110.4886,-0.00074460567,-0.0019927467,18,0.008599496,69.64148,0.0029917082,0.008062322,8,0.01748184,83.97604,0.0018346183,0.017385306,38,0.02655271,108.78487,-0.008550388,0.025138363,28,0.06750049,-170.85884,-0.06664322,-0.010723615,19,0.07285538,126.56504,-0.043402493,0.05851607,9,0.09899594,167.8209,-0.09676783,0.020884996,39,0.13147353,-139.46481,-0.0999208,-0.085446596,29
32,1774603068769,40,0.07647398,126.43459,-0.045418262,0.061526023,10,0.016304312,128.85905,-0.010229437,0.012696032,0,0.074020006,133.77167,-0.051206015,0.053450022,30,0.07790164,-135.49576,-0.05555934,-0.054606088,20,0.1285026,-91.877235,-0.0042095054,-0.12843364,11,0.0077465908,-77.96602,0.0016151007,-0.0075763525,1,0.0052519403,-42.23548,0.0038884762,-0.0035302455,31,0.009343464,37.053947,0.0074567245,0.0056300606,21,0.0073971245,-50.778667,0.0046773334,-0.0057306197,12,0.0023500153,-19.035648,0.0022215066,-0.0007664725,2,0.00092692324,-163.9798,-0.00089092564,-0.0002558089,32,0.0012323734,-121.6065,-0.0006458653,-0.0010495724,22,0.0055632177,-75.85169,0.0013598319,-0.0053944644,13,0.0014085177,-95.82827,-0.000143031,-0.0014012366,3,0.006659222,-169.9647,-0.00655734,-0.0011604007,33,0.0033059013,129.88202,-0.0021197735,0.0025368372,23,0.010203519,105.128876,-0.0026630268,0.009849877,14,0.0016849948,68.8081,0.0006091135,0.0015710469,4,0.03549402,112.742065,-0.013721393,0.032734517,34,0.024959145,135.17804,-0.017703537,0.017593855,24,0.14602758,-76.403145,0.034329437,-0.14193499,15,0.042222116,-125.23442,-0.024358915,-0.03448696,5,0.016876135,-146.20123,-0.014024008,-0.00938782,35,0.008314057,-95.0935,-0.00073813275,-0.008281226,25,0.015605272,-74.59649,0.0041449983,-0.015044717,16,0.0020824182,48.773308,0.0013723967,0.0015662033,6,0.0027405294,71.636826,0.00086337386,0.002600978,36,0.006643447,-1.6014998,0.006640852,-0.00018566976,26,0.0068616024,25.143993,0.0062114163,0.0029154578,17,0.0039953603,-39.699562,0.003074048,-0.0025520842,7,0.0026795936,-58.933846,0.0013827438,-0.002295265,37,0.0050947983,4.9667883,0.0050756675,0.00044109885,27,0.0011254549,-47.85434,0.00075520016,-0.0008344588,18,0.0064322087,28.331785,0.005661722,0.0030525757,8,0.009018078,67.05326,0.003515926,0.008304456,38,0.010650209,121.766266,-0.00560686,0.009054838,28,0.06355841,-156.40608,-0.058245253,-0.025439363,19,0.051115096,112.76408,-0.019778349,0.047133535,9,0.05500767,156.71687,-0.050528,0.021743156,39,0.06634352,-136.15718,-0.047849786,-0.045954987,29
33,1774603068783,40,0.068821184,128.20152,-0.042561043,0.05408247,10,0.01367584,121.46872,-0.00713924,0.011664469,0,0.07432644,127.64489,-0.04539604,0.058852516,30,0.02433898,-136.8411,-0.0177543,-0.016648445,20,0.08806969,-81.33988,0.013260888,-0.0870656,11,0.0017510195,-17.7924,0.0016672681,-0.0005350573,1,0.004489953,62.97433,0.0020401883,0.0039996635,31,0.011322551,53.156254,0.006789396,0.009061141,21,0.0063311025,-32.759865,0.0053241146,-0.0034258815,12,0.003143498,-9.325584,0.003101952,-0.0005093865,2,0.00246197,93.24321,-0.0001392846,0.0024580269,32,0.004370398,156.45367,-0.0040065073,0.0017459324,22,0.0067700357,-87.074104,0.0003455719,-0.00676121,13,0.0018832056,-93.47077,-0.000114007984,-0.0018797514,3,0.00622713,171.30696,-0.0061555947,0.00094117236,33,0.0062640086,108.4879,-0.0019863446,0.0059407274,23,0.0059822956,88.95802,0.000108787586,0.005981306,14,0.004519592,30.20891,0.0039058158,0.0022740522,4,0.032568898,105.06067,-0.008462758,0.031450197,34,0.018305462,116.51555,-0.0081723025,0.01637997,24,0.12741388,-64.72747,0.054396085,-0.11521877,15,0.0063074618,120.28629,-0.0031809856,0.0054465956,5,0.0092875995,131.31912,-0.00613216,0.006975394,35,0.0025179891,94.142204,-0.0001818797,0.002511412,25,0.013991665,-71.37343,0.0044689216,-0.013258787,16,0.0035869908,77.4759,0.0007778401,0.0035016378,6,0.0021221682,51.69954,0.0013152888,0.0016654169,36,0.0044790586,15.359632,0.004319077,0.0011863987,26,0.004487575,13.820583,0.0043576527,0.0010720022,17,0.004012426,-75.48295,0.0010057872,-0.0038843213,7,0.00093782495,12.105675,0.0009169701,0.00019667634,37,0.0060810624,18.296673,0.0057736263,0.0019090723,27,0.0026705351,-52.115685,0.0016398934,-0.0021077257,18,0.0067698825,19.169588,0.006394498,0.0022229948,8,0.0039047012,11.892163,0.0038208952,0.0008046431,38,0.004316142,-147.16837,-0.003626713,-0.0023400923,28,0.0636326,-145.56969,-0.052485086,-0.03597809,19,0.044935264,98.86003,-0.0069209808,0.044399075,9,0.03993427,121.56733,-0.020905597,0.034025017,39,0.019986687,-153.75264,-0.017925922,-0.008839059,29
34,1774603068797,40,0.06378808,128.4223,-0.03964128,0.049974874,10,0.012457109,108.54997,-0.003963,0.011809919,0,0.07156011,125.156715,-0.04120537,0.058506127,30,0.0035781127,121.68507,-0.0018794031,0.003044788,20,0.06556294,-72.30056,0.019932693,-0.062459484,11,0.0039089997,69.53621,0.0013666464,0.003662316,1,0.010598769,83.32107,0.0012326961,0.010526841,31,0.014602929,60.101486,0.007279053,0.01265942,21,0.0058032847,-11.155106,0.0056936434,-0.0011227363,12,0.004485297,6.8459587,0.0044533177,0.0005346493,2,0.00033007565,97.87272,-4.5211422E-05,0.0003269646,32,0.0067477943,157.85754,-0.0062501417,0.002543316,22,0.005456324,-88.391495,0.00015315916,-0.0054541742,13,0.0026738634,-62.255474,0.0012447635,-0.002366455,3,0.0044077504,162.03592,-0.0041928724,0.0013594417,33,0.006359068,82.00559,0.0008843964,0.0062972684,23,0.004241655,69.62256,0.0014769571,0.0039762086,14,0.0063280775,16.121208,0.006079235,0.0017571189,4,0.030637324,98.39018,-0.0044703996,0.030309424,34,0.016372306,100.16678,-0.0028899421,0.01611523,24,0.116326705,-57.585663,0.062355537,-0.09820229,15,0.018702917,77.51572,0.004043044,0.018260693,5,0.01149251,100.15953,-0.0020271589,0.011312312,35,0.007279123,74.552986,0.0019387733,0.0070161805,25,0.010547462,-62.22055,0.004915849,-0.009331848,16,0.0036127472,94.41949,-0.0002783915,0.003602005,6,0.0038464225,83.19813,0.00045555658,0.0038193502,36,0.0020916134,21.517466,0.0019458401,0.0007671721,26,0.0022826246,-29.25758,0.0019914333,-0.0011156023,17,0.006470225,-95.55755,-0.0006266119,-0.006439811,7,0.0042993645,-69.2827,0.0015209313,-0.004021356,37,0.007371354,33.154705,0.006171275,0.004031405,27,0.0042785015,-47.696552,0.0028796752,-0.0031643393,18,0.009396663,-3.9372132,0.009374486,-0.00064520555,8,0.0057479166,-43.576534,0.004164103,-0.003962171,38,0.011864611,-105.67543,-0.0032056703,-0.011423339,28,0.06502825,-138.70288,-0.04885555,-0.042916294,19,0.040508345,89.57619,0.00029963691,0.040507235,9,0.042709563,97.88175,-0.0058567207,0.042306095,39,0.015534217,99.951744,-0.0026846034,0.015300483,29
35,1774603068810,40,0.059768565,128.78699,-0.03744063,0.046588413,10,0.012924465,103.872314,-0.0030987563,0.01254749,0,0.07081184,123.534706,-0.039119437,0.059025303,30,0.009259091,67.41753,0.00355561,0.008549175,20,0.053319585,-66.08243,0.021616928,-0.048741017,11,0.006869125,81.10386,0.0010622678,0.0067864917,1,0.015633607,86.90564,0.00084391097,0.015610813,31,0.017372964,60.145412,0.00864827,0.0150674265,21,0.0053737476,4.126556,0.0053598164,0.00038669346,12,0.0057498803,23.676622,0.0052658925,0.0023090031,2,0.0010901036,136.89641,-0.00079590594,0.000744889,32,0.0051432983,-167.56842,-0.0050227074,-0.0011072162,22,0.0034566864,-94.52388,-0.00027264463,-0.0034459173,13,0.0024333408,-68.09841,0.00090766896,-0.0022577166,3,0.0034704376,155.12302,-0.0031484263,0.001459914,33,0.0045503424,38.263977,0.0035727737,0.0028179612,23,0.0049902485,57.898563,0.002651917,0.004227282,14,0.007473723,9.022176,0.007381256,0.0011720048,4,0.027111487,97.58475,-0.003578512,0.026874281,34,0.011431589,90.375496,-7.491865E-05,0.011431343,24,0.110664226,-54.41172,0.064401776,-0.08999434,15,0.020343821,74.33834,0.0054919412,0.019588508,5,0.012676783,92.353546,-0.00052057975,0.012666089,35,0.006877797,54.60007,0.0039841714,0.0056062886,25,0.00626744,-31.047455,0.0053695696,-0.0032324188,16,0.0042413967,106.245705,-0.0011865605,0.0040720413,6,0.0054649743,97.72706,-0.00073478825,0.005415351,36,0.0028701152,-84.85842,0.00025721124,-0.0028585668,26,0.0038070239,-100.99034,-0.00072578434,-0.0037372005,17,0.008627001,-101.96172,-0.0017880162,-0.008439677,7,0.005364534,-73.39379,0.0015331422,-0.005140788,37,0.0072648632,23.41013,0.0066668517,0.0028864038,27,0.0050732736,-32.859848,0.0042615514,-0.0027526869,18,0.012002252,-11.686656,0.0117534455,-0.0024311668,8,0.00603987,-48.110794,0.004032775,-0.004496305,38,0.019412959,-101.81514,-0.003974895,-0.019001663,28,0.06553344,-135.34122,-0.046614274,-0.04606235,19,0.0368112,84.00568,0.003844189,0.036609925,9,0.046301447,89.1387,0.00069600146,0.046296213,39,0.029895568,80.286194,0.005044187,0.02946695,29
36,1774603068823,40,0.056050338,129.64726,-0.03576344,0.043158043,10,0.012904456,105.50708,-0.0034501029,0.0124347005,0,0.07226508,123.029564,-0.03938965,0.060586285,30,0.0106911305,65.520615,0.004430039,0.00973011,20,0.04644554,-62.43892,0.021490071,-0.04117481,11,0.008537089,87.92674,0.00030884877,0.0085315015,1,0.01835183,90.726,-0.00023253026,0.018350357,31,0.01643901,55.738384,0.009254711,0.013586441,21,0.0039584977,20.986372,0.0036959131,0.0014177196,12,0.0054178494,52.076466,0.0033298607,0.0042737713,2,0.0043484285,104.88894,-0.0011173122,0.004202433,32,0.004022879,-150.63109,-0.003505859,-0.0019729442,22,0.0032993788,-122.416664,-0.0017687056,-0.0027852433,13,0.00048218577,-138.1943,-0.00035942593,-0.00032142823,3,0.0032436862,161.19861,-0.0030706075,0.0010454037,33,0.0049642,14.02035,0.004816315,0.0012026593,23,0.006762824,61.378635,0.0032395225,0.005936437,14,0.0068026334,7.1229587,0.006750133,0.0008435204,4,0.020332001,103.53154,-0.004757293,0.019767612,34,0.0050176224,75.930786,0.001219753,0.0048671076,24,0.10797421,-53.766445,0.0638212,-0.08709354,15,0.017271886,80.06214,0.0029807822,0.01701273,5,0.014010204,88.56458,0.0003509574,0.014005808,35,0.007954451,49.98058,0.0051150876,0.0060917297,25,0.0060593765,-24.976017,0.005492732,-0.0025585042,16,0.0055191163,111.77421,-0.0020473157,0.0051253433,6,0.0045721675,115.235176,-0.0019492741,0.0041358247,36,0.004937571,-109.40132,-0.0016401763,-0.004657191,26,0.0059948205,-109.38781,-0.0019900436,-0.005654874,17,0.008552556,-112.08489,-0.00321559,-0.007925035,7,0.0029996068,-60.45412,0.0014791671,-0.0026095412,37,0.005918775,-3.9142625,0.0059049684,-0.00040403713,27,0.0061192284,-44.94662,0.0043309773,-0.004322915,18,0.011213149,2.7220364,0.011200497,0.0005325195,8,0.006092648,-40.730923,0.004616901,-0.0039754985,38,0.02024331,-104.847435,-0.0051872693,-0.019567417,28,0.0653001,-134.30214,-0.04560833,-0.046733107,19,0.03537145,83.65057,0.003911791,0.03515448,9,0.045518745,85.63164,0.0034670914,0.04538651,39,0.037387468,79.418594,0.006865548,0.036751695,29
37,1774603068836,40,0.05393548,130.67494,-0.03515335,0.040905718,10,0.01393787,111.97829,-0.00521632,0.012924946,0,0.069452636,125.16269,-0.03999778,0.056778926,30,0.010432472,73.32157,0.0029941187,0.009993584,20,0.042834394,-61.951458,0.020141564,-0.037803475,11,0.007782334,90.7796,-0.00010588829,0.0077816136,1,0.017957568,97.06057,-0.0022073186,0.017821392,31,0.013741903,51.71448,0.008514217,0.010786473,21,0.0030104837,50.926273,0.0018975678,0.0023371456,12,0.0049956627,74.10347,0.0013683169,0.004804618,2,0.004637069,114.93758,-0.0019551301,0.0042047445,32,0.0032593815,171.74712,-0.0032256278,0.0004678597,22,0.0043346602,-135.0062,-0.0030653994,-0.003064736,13,0.0008744808,152.55,-0.00077602605,0.00040311326,3,0.0030420895,171.87831,-0.0030115782,0.0004297742,33,0.006356232,27.557182,0.0056351144,0.0029406066,23,0.0075353025,67.39868,0.0028959415,0.006956602,14,0.0057029314,-13.573612,0.005543644,-0.0013384463,4,0.015444425,117.39861,-0.007107189,0.013711969,34,0.0019856347,-34.70813,0.0016323172,-0.0011306128,24,0.10625678,-54.359325,0.061915837,-0.08635354,15,0.0100298,87.83151,0.00037951034,0.010022618,5,0.012729596,85.08372,0.0010909272,0.012682764,35,0.010244724,57.475338,0.0055082054,0.008637943,25,0.0052131508,-15.203678,0.005030689,-0.0013671546,16,0.005115544,122.01571,-0.0027120148,0.0043374836,6,0.005696744,126.42036,-0.0033821845,0.0045840726,36,0.004715956,-119.93896,-0.0023536251,-0.0040866476,26,0.0052315556,-98.631584,-0.00078515353,-0.005172302,17,0.008271545,-109.19742,-0.0027198833,-0.0078115743,7,0.004713316,-72.6045,0.0014091207,-0.004497747,37,0.006791158,-36.00524,0.005493797,-0.0039922455,27,0.006627236,-43.588547,0.004800171,-0.004569312,18,0.011635836,13.121884,0.011332016,0.002641606,8,0.006023913,-17.906015,0.0057321275,-0.0018520913,38,0.017557405,-108.63928,-0.005611505,-0.01663651,28,0.065211356,-133.72299,-0.0450723,-0.04712758,19,0.03261323,84.02192,0.0033966035,0.03243587,9,0.04240061,84.555725,0.0040228665,0.04220934,39,0.037024263,81.22774,0.0056464765,0.036591165,29
38,1774603068848,40,0.052887306,132.30817,-0.03559939,0.039112028,10,0.015700955,118.51795,-0.0074961702,0.01379592,0,0.067582324,126.885635,-0.040564243,0.05405472,30,0.008783344,96.20885,-0.0009499437,0.008731823,20,0.040882442,-62.415443,0.018930906,-0.03623527,11,0.006314048,93.067154,-0.00033784186,0.006305003,1,0.015033238,101.01738,-0.0028729525,0.014756164,31,0.015075684,71.889786,0.0046862136,0.014328839,21,0.0029521221,70.58213,0.0009814487,0.0027842026,12,0.0037876356,90.88647,-5.8598973E-05,0.0037871823,2,0.0043435064,116.6277,-0.0019467217,0.003882824,32,0.0034734283,173.79866,-0.0034531034,0.0003752084,22,0.00504426,-130.28761,-0.0032617445,-0.0038478023,13,0.0019146893,-179.88727,-0.0019146856,-3.7671716E-06,3,0.0031102079,-159.92857,-0.002921311,-0.0010673963,33,0.0065536792,45.643585,0.004581806,0.0046859113,23,0.0056858943,69.45149,0.00199575,0.0053241313,14,0.0048561925,-40.839363,0.0036739327,-0.003175661,4,0.013046274,133.48967,-0.008978754,0.009465053,34,0.0020611798,-116.89526,-0.0009323972,-0.0018382322,24,0.10367994,-54.25703,0.060564645,-0.08415137,15,0.007003982,100.216866,-0.001242327,0.006892923,5,0.0105094155,82.90266,0.0012984958,0.010428889,35,0.00862924,53.281693,0.0051592616,0.0069170664,25,0.0042107347,6.972283,0.004179596,0.0005111376,16,0.0044461745,140.37097,-0.0034244002,0.002835833,6,0.0053076954,135.07515,-0.0037580263,0.003748182,36,0.004348783,-116.76679,-0.0019585183,-0.003882798,26,0.003649805,-70.31809,0.0012292467,-0.0034365722,17,0.007520012,-102.3573,-0.0016093383,-0.0073457886,7,0.0057089454,-74.77289,0.0014994307,-0.0055085174,37,0.0051387507,-35.908348,0.004162163,-0.0030138276,27,0.005838863,-28.750353,0.00511907,-0.002808459,18,0.011601362,20.345284,0.0108776055,0.0040335245,8,0.007539216,-14.587484,0.0072961836,-0.0018988117,38,0.016063565,-111.04756,-0.0057691145,-0.014991846,28,0.06340124,-133.60251,-0.043724746,-0.045911476,19,0.031092571,85.14616,0.0026308745,0.030981066,9,0.038121574,84.393845,0.0037240877,0.037939236,39,0.034403533,84.81994,0.0031061585,0.034263026,29
39,1774603068860,40,0.052385014,133.79674,-0.036255777,0.037811484,10,0.016639104,127.846886,-0.01020898,0.013139122,0,0.06982088,126.8083,-0.04183245,0.055901717,30,0.0081948945,114.27303,-0.0033688005,0.00747044,20,0.039698135,-61.325237,0.019048639,-0.03482946,11,0.0048979665,92.02177,-0.00017279624,0.004894918,1,0.012784134,102.703316,-0.0028112654,0.012471202,31,0.013266568,81.64573,0.001927545,0.013125791,21,0.0034624436,81.211426,0.0005290224,0.0034217907,12,0.001851905,98.7119,-0.0002805007,0.0018305386,2,0.005430037,97.5329,-0.00071185315,0.0053831744,32,0.0036428163,-178.20247,-0.0036410238,-0.0001142663,22,0.0051201074,-122.24469,-0.0027317621,-0.00433047,13,0.003238208,-173.37527,-0.0032165868,-0.00037357828,3,0.0046527158,-136.44048,-0.003371632,-0.003206222,33,0.0056943414,52.06907,0.003500375,0.004491425,23,0.0019495557,62.837276,0.00089000957,0.0017345462,14,0.007163218,-83.47756,0.00081368606,-0.0071168537,4,0.012048259,153.64598,-0.010796064,0.0053484165,34,0.004604213,-153.89464,-0.0041345204,-0.002025961,24,0.100919425,-53.68946,0.05976059,-0.08132283,15,0.0045326897,109.681854,-0.0015265967,0.0042678774,5,0.0098503195,84.167336,0.0010010236,0.009799323,35,0.005501014,38.946877,0.0042782985,0.003457935,25,0.0051825973,-54.519997,0.003008077,-0.004220283,16,0.0034297504,176.05101,-0.0034216074,0.00023620098,6,0.002935578,179.80182,-0.0029355604,1.0154273E-05,36,0.0043823044,-106.84267,-0.0012697489,-0.004194321,26,0.0037382725,-42.57411,0.0027528745,-0.002529103,17,0.0066637686,-93.21473,-0.00037369222,-0.0066532823,7,0.003178625,-63.426037,0.0014219665,-0.0028428275,37,0.0031557672,6.437646,0.0031358683,0.0003538305,27,0.004893425,-43.631012,0.0035418535,-0.003376519,18,0.010374963,22.360554,0.009594851,0.0039469865,8,0.010975063,-32.201454,0.009286875,-0.005848586,38,0.015632197,-104.60056,-0.0039405474,-0.015127382,28,0.059993703,-134.18488,-0.04181416,-0.043021165,19,0.030652728,85.84676,0.0022199994,0.03057223,9,0.03441997,83.92271,0.0036440436,0.03422653,39,0.031053552,87.01787,0.0016155469,0.0310115,29
40,1774603068872,40,0.052176747,134.62256,-0.036650684,0.037136782,10,0.017326873,138.82878,-0.01304273,0.011406478,0,0.06959018,127.73378,-0.042588737,0.055036288,30,0.010178866,118.652985,-0.004880803,0.008932361,20,0.039334554,-60.413605,0.019420862,-0.03420581,11,0.0052617006,86.39709,0.00033065188,0.005251301,1,0.012717095,98.47276,-0.001873727,0.0125783,31,0.010968285,93.38257,-0.00064715784,0.010949176,21,0.003859999,91.191795,-8.028499E-05,0.003859164,12,0.0021002751,73.48004,0.00059721177,0.0020135771,2,0.0046938444,93.30136,-0.00027030776,0.004686055,32,0.006565119,141.46178,-0.0051351883,0.004090309,22,0.004581222,-113.332344,-0.0018144565,-0.004206583,13,0.0027749042,175.74422,-0.002767253,0.0002059234,3,0.0053945305,-121.796135,-0.0028423697,-0.004584964,33,0.005569198,74.11264,0.0015245513,0.005356464,23,0.0025974927,-106.812706,-0.00075130956,-0.0024864639,14,0.01403106,-100.04305,-0.0024468494,-0.013816062,4,0.013220049,-179.58182,-0.013219697,-9.648893E-05,34,0.00898121,-162.96309,-0.008587081,-0.0026313835,24,0.09979437,-53.78885,0.058954798,-0.080518626,15,0.00093276286,-138.23146,-0.0006956936,-0.0006213348,5,0.007983737,85.4201,0.0006374959,0.007958244,35,0.0043834797,66.62735,0.001738969,0.0040237894,25,0.0040092026,-65.68163,0.0016510157,-0.0036534714,16,0.004475909,-121.80384,-0.0023588613,-0.003803884,6,0.0019588438,-128.89319,-0.0012299002,-0.001524603,36,0.0029803196,-113.672424,-0.0011966194,-0.0027295433,26,0.0044126306,-22.529215,0.0040758774,-0.0016907192,17,0.004853005,-69.48626,0.0017006483,-0.004545267,7,0.0029868968,-56.341904,0.0016554452,-0.0024861726,37,0.005959498,63.117985,0.0026946154,0.005315512,27,0.002679296,-18.397549,0.002542356,-0.0008456085,18,0.009359605,12.963799,0.009121047,0.0020996905,8,0.013694147,-37.991837,0.0107923355,-0.008429421,38,0.013815345,-93.90974,-0.00094199734,-0.013783193,28,0.057225384,-134.70773,-0.040257517,-0.040670346,19,0.027890949,84.56531,0.0026415838,0.027765572,9,0.033294078,83.347664,0.0038569348,0.03306992,39,0.028692001,87.07391,0.0014646603,0.028654594,29
